level	sample	verdict	reference_compile_rc	selfhost_compile_rc	reference_pre_bc_count	selfhost_pre_bc_count	reference_opt_bc_count	selfhost_opt_bc_count	reference_pre_verify	selfhost_pre_verify	reference_opt_verify	selfhost_opt_verify	shared_functions	identical_functions	one_side_functions	reference_pre_bc_sha256	selfhost_pre_bc_sha256	reference_opt_bc_sha256	selfhost_opt_bc_sha256	reference_first_error	selfhost_first_error	reference_verify_error	selfhost_verify_error	body_diff_functions	reference_only_functions	selfhost_only_functions	first_bc_difference
Oz	116_nonprimitive_array_literal	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	4	b9ec71774eca60e2cbb6f55c1a6e8ee8a0a9faef9f27f5cc7d12209536b5525d	65fdf3912f0bec23d390dfd402320b775da379b138adb30ac9bcadab8d7b4159	88d223138622de212e0c9af4d3645d1514228294118c77d025df4062070c4f12	6c489162ffde400637503c9c2894a05fd428415ffc0d30b2d7a664534d23ca3f	<none>	<none>	<none>	<none>	2	1	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	117_array_intrinsics_get_set_size	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	13aef83525ef52de149ec528428e197e52171d38aff6508acc39b5eec80cc156	03ab8cf0b041e3e0efc6c6a17eeacb3d86a825892320d966df51dd7ec5fbaa66	b1b9229c825d262ead24a231f7da433ce48cc3b9e9d5b6e15883b516851aa2c5	e33e7419ea6d71b2a6a62e6767ecdebff718ed6468a9d05f81387aa0ec582c8f	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	117_literal_escape_normalization	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	d322de4b1b8733a1b27df9307787d7e6e77fd690c376552622f1dda9b7723651	2ddc581452bd461f2527b621e06e468f7086551d3bf6f397ba78e7a670ed8485	e2c964bdf3a935990062d4ecc78976a9177a08979cf80cddc291dec4661f6389	45595458767ed166fdd49cd78bf542dcaf0f9d1e36aa93dc09e36edff2d5e2e9	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	118_postfix_newline_boundary	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	12b13a36868d8fc221c16b526c9fca34f5a6bfb0bc4b38dda416c27230e84691	ecd520ef4b2c9aed1a53f51827cdacff49315ede0e45aa911fe573a28bbbd8d7	699c602a43b6f62b50a4303e8ba507a449e1d6ab925231afe325d72d47bc524b	8be61e6d58681e74418becf27cfc9d5f2e51df05f081c7bd574d7a4aecb9a4a2	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	119_literal_multibyte_normalization	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	e82f50d060ba97cc2bb17361ea83f27a3fac9bc75a2f890e92ba5d99736a1283	39e0912e155879c720a6191b6e89500b77ca950a760bf1e59780dc53ab04c0c2	64d2db3a837fddff3156c89cb67031696b16c3d93529e394c09305c9e11682eb	391f15d1efd35ccb7557f62637ec9b6c83512aff6928e3fd13b996fa1b5f2525	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	11_str_concat	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	3	b877ea7ec9fe6e16985c774eaa074682d542c5dd8370ca5126d9693122e5fa8b	79f96d96325d78d01136d72fe2bcb836b7cc9da4a72445839e3ef64b3ebbcfbd	1536f75f08e5a9f40a32a6922f39d193890f019c5cda889d60512090095cb92d	3a885a2a56053f40fd0882e21d32be16f03fd61ed04d180d6f0ac16db4790188	<none>	<none>	<none>	<none>	1	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	120_ctxexpr_iflet_embedded	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	c558a0982692812f3dd0ebe97c9a02ba51062f2d774616f9bf296ab74adb0dbb	e0aa05c73a85e76d6f1b72bcdddc01a066207d05d93054c6d29eaa253d21c6e7	4a88a64424642af610e47646c119dfe7ab8ccd6b35a857e4037ab1a27989eb08	1704d0ba7f5f8a7402ea75dafcefaa6e61bf4bee4c2029329d5a27aa92bb2720	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	121_generic_body_lambda	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	83584497a6eed6255af43ee695dc2b34914423b142c40539cbfdc787ea4b0b10	8aa6ee560998b0cd5fca45b5b46b1a881c5bbf407bd07ea9834652c57709bb60	8785460cda131cf9b8eedba185c233e88abe5072332c9a6bab137e7b43d6736a	60b3a42eaa083865f6c63a6b272b9d664025fde8511970e6955b6b7780ecdb9f	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	122_generic_body_lambda_capture	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	3	a50507872c5df826ff0cde97ca73f4d043506ea65262e6f4b4e89903ee8b0e56	bb415f8c2d3453fb10a53cedbd361dbfdd80ac3408a04403033f130884ced06b	8d22a80428623d884fb59599bb4c8b209bc8986e20c478289304eb4fe73b3907	edc097b476da816264082d74468e3056029f32265386f84ba0df676aba99dc49	<none>	<none>	<none>	<none>	1	0	3	"BODY_DIFF:""_CN7default6<main>Hv"""
Oz	123_generic_body_lambda_tuple_last	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	5e4d45c68008e3bb7b9942e9a916534cec7dd1fcf49a8287aaf59778fefbccef	ff54d022bd5d6c4d6c2ae0f248a91d19c4d19d1acb6ff5a954d4fe7943cf6400	d31b0f57a6528a4ed1ed082a296a3a7de988bfa1b5d01bf27bfebd4b7a849d24	ae50f9833cbeb3b96f20cf7ddb39c8ab3a3b641e7cbce0812b7122a0641fc1fa	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	124_generic_body_lambda_struct_last	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	f78642ec47ee855c33a4294e1df49e1c948647c5ba02d622a68f67bcc9902d12	84e86c95c3e1508e42152c8f88739aea4268b3a002f5bda281da94e6836d9e0f	1554b57e8ef93b62d4e067c167cb6528e067290936b41bc3b6c5c7927488b0e5	79b07946f97f631550f1692028cce3d0720066a570a15faebf3874ca1cd658fc	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	125_generic_body_lambda_higher_order	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	6	59e92b5d914b7ccc26a3b7af944c944c06a938c42d0e13d8ec32269a5d2ec673	a50c0b4e7acb89cddc3a63f77738d94a1591fdee48806556e2cc035092ada582	c4c166e5a407930d150aed5333ff2fd10d2374b532d896d03b6f9ce12aaa8b52	2fd2b7120905d10d3fc0e7d33a57bad4eb3f142c2afb9278f5ff64907ea01db8	<none>	<none>	<none>	<none>	1	0	6	"BODY_DIFF:""_CN7default6<main>Hv"""
Oz	129_spawn_future_get	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	47c7559c3a8452e1faa88d37a9e88c4719fb825a5be5a27682407c4b0dd5e2ef	b7d694819cffbae730df93b15b8adbac660486b5794cde2af70201e871445279	64587307eca263eebbb2792b023a62b03a89b8d42ae23d9383ad88a1509d2f29	65d3e9194b9d87b67a65c7a93f758264008a6861efa29e590b43e3ff41b13728	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	12_str_interp	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	7	f2a7fc38dac0d54b0e7704fc4ead94f8df840fd880dc9ee9382443b2eedaaca6	528d2fd17935f7a7fe92900a241a11230242457548209b55994fe1d496945ce7	fb4ff5512514315232250092c0e898a302969f5f016a2e4f4814b8d8e6a211ff	4265c601e082c650a81f3f41e072c85cf5047083ebee17756f0560db724ecb9d	<none>	<none>	<none>	<none>	1	0	7	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	130_spawn_capture_future_get	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	9f4d87e6511642fd71dbbe369b98a421b56d7657156d6cc7b5ed7a857a7ccb77	d7becc38841e4e7833656a6f08af3fc171802efd6e333501bc9433e1a81438b0	8033af8d97596fcd46b5a7e7a5f55a0d91323c5aeb9b5b3d7c091e787ad68cd9	7b694b906b4f683688c83c88b373fdede7028d0220e21ed09e7f6d90b3554223	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	131_when_local_decl	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	9d3abf73821dd884b063cc6e1c8646b6c77a08e2acdaca0df007168b9c7fed56	003d2decd290e8f285b278bbc121a9d1c9414ad6a618158e2178c1c99d31fd37	7a882ccd98c3e8a14a9fe08ff7f1f5fce0780a80ec6360d8178188da6af00b93	75fb129c96012b1e8580086b8dcaae86cc6e3e18ebf8d43a4b74db62bbc50c2e	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	13_tuple	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	e80a06033d2f0d2e267f2da29962ae37b44475b2cbfb81da201d5c4ec801272b	fdf435f3c0cff5fdeefcbc788317b05092b95a66d7631d779561d1739785282d	0a517ab4dccfa2ec053500657511966f9f88f8a34d2e2900ed0154041aae3648	503e6386a59c78ae0a5d41a9fdbd21b5a569e65b77409fedc0969bfe367081fa	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	14_default_param	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	f68190f082ecb9faa763a8eaf4cf498c3f330b82750edc2bd023676f5e81dae9	25bb6a3b0da70bc306141930f549ba9674d56edf94279f8d651f9f387703d96f	525a61257f86bd83ddc793fa67a87ae4aa6f188cc1a2856a5a566222ebda9edb	99011550d9a3acfde1f2a3eff6ba65e94ac7c333f16ae0fedde9fd149a9724f8	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	16_global	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	5e9e2b947353716c57aab98daf99c16c9214abbe3dae9df219a3574cabe2fa1c	d904a1f9dbb0a43b5fb6c8ff99832bdb68a8ecbdaa371bd4895031e2cbc07140	8918e44b37d45aad2164a2586da7ff6a85ac80950025fb10d79e350cabda29bb	564fc2f337895c9086d0da904223378190345503452b2956361e0f32fbfd77d5	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	20_struct	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	3b1d2838974ac3f5014822d16ddbe4a281cac97b19aaee52d216a1342cfe57f8	e0063ae0fe294d7f2171d118dd486c9897a6823576a1d6f35566c3e8eeaf07f8	f2982f88036bdff55188fb058ff2bef77f5c3312e920a481c9b386c7ca7ccf6a	3fe6935d5420b3f5e4472a5c6e460f88a46ece1a352a20999a1bd10d6bafcf8f	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	21_enum_pl	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	20	0	c0947bc80602d5f53dcc0d21b7739a560c952c666b0849ff2648752c8b28b28d	7ac91c9e71da63521900427f8000243c053848dd2b10fc508e41ef912c93cb71	b3ff35be02a014ce81c07ec2ca0f17309b6690970d78f91ef3a115abd6be3a23	4b52bf9816dde916677a76b51972e66974c4308195866a4edbf8b7d50b1a6bc8	<none>	<none>	<none>	<none>	1	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	22_enum_rec	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	1ec0ee504b518f4b03e5afd7c6f38f3dbff05867d54e009e54594a69db9c0552	8396031e019a1797242f18d66c621df3aab098c3955db28c5f0a7909c3841125	6218e99fdc89761a21a69f31f2ebe31bcce62b022e5d25a9779b6d2e06060abe	9beb0b9dff34411b50caada4fb87185fbd2d47bf4a628f349199d1da46caecc8	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	25_extend	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	1dbe8aaa29f4248ace0d63c8fa504882f4af1fcb390c87293f583961a68a1c2d	80173c9f43c5897ef0fdf4f1ccbbf97b815afb18be0ec4956c7e77745ede5f6f	9c9b76286fd10721459bb6d1bd753c2c66a01fc555051c7670bbf9d69f57868a	fb98d1bf60fb502e735f5ff40084d406d4a80e6436ecfa6beafbcb9e9ac9d320	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	26_enum_method	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	0	7bccca3c4d7b90f3ce095297263928f6edf76f905bcfe2d8223af74ac37b4acf	a6bf0bd0499fcaa57a70290c34bbd9283d9b503ed00a93ae1222d4bb003e84a4	7bb31bdab493f2699b583f07905ec52dbcf0c1a7e37d2d920655de20050a6dc6	ffae8392ee19c37c3876bb059dd8f0bb2afe43f3d746fe0251d8081417313bcb	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	30_class_basic	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	5e028d25a7d2e98488b86cf4749c8730a0eac21f871560952d30c48407cf4718	2ab336c250771ae012de6e65a6fd8ecf65b07624dbb87b62978941c1b64e1b95	b6ca0cadafe2f21dd3a34d6115f1cf8fb19779db87830558033bc2041464b5af	8fd028aeb231024514db8e92308b90edb65bdeed590c927fe050a6246d28da32	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	31_class_alias	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	aa9334c1396ac0bf381e3cde8e4661ab81f99d5a33220d23c0f4dab6f108fe99	1ac4edb5ec7502b9ca6c7237d586d93da38bf6317df31b9b10c47858ae3c9a0e	cac51d65553f790bdf22409a618b21af6a0688e1e0476ec7e0873bba0a674b53	cad7f731c0d0b2f92e42f89a17c37936255f05773765c85e943437b7a61cbcff	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	32_interface	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	0	11f00de3e9654e28c9dbae77dccd941b6dcca96aaea80527796b8d58f1acdcd1	5181c78a883d034a09392de08e67190b67882e93a2934975c8d7cc5cba88f5e0	577350757751c8e1723447fdc27d3d5d764b56ddb815a7424c8da30af3bb356a	5e56e752986f7b300a4052bd647856362e1db66c7f3f474477d70311729af79f	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	33_iface_generic	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	c8b8c4bb19f83ea124b3ed9dfacac4e06a567c5f0dcd73e2ef313ebaf7e78520	c2ee6555c1d21e9ba5cea5d8cc454cef510e0d2cdfc613e9f722c91762f29193	930cfbd8b516c2e51e822cf6a5001f795b354abcbe8950693680d78b8e8dd32a	2ce4cd6f0bfc733ab7a90655bc9ad9691587ec42b9c3617e86987cd288eaa95e	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	34_iface_default	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	3	a8681037de406ef1e37fe1eaea7886ff6b1d7bc309c8894d8741c44e379d9faa	b6a9acdff770ec8192d0a7ecee6923ea59ca2faf1f948fa2e0536a86b721da51	c9064e38bb37d402c827243368092d583ce29331b16b1265dde46e0c291852f4	226310fcffbd747615b5798abf5edc02ce578682cf7ea37f777380de5270fa1b	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	35_match_type	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	0	1e959e944258194b724420e58054a56b006041c1f8d93306db8a5358d4900c66	85660702d8d8d44e309f5d3455ca2692c86c95c660e478a5e43e54e92d93fc4f	9700093d5dda45570c7b1bb1c0a1247c8be3a7a86839ff40430483efe63d186d	fbe32f5da7171768f6b1913aab86b94d45a84ec66aa6391fbb490fb691e28c1e	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	36_struct_geniface	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	0	1726f7b3c90b4cc3e43518e196749507f7649816161e7ba8dab632ac971e2e87	1104a9f1d9ceaeb3c0d33871bf948709b3cb453964526e90f3ab12a7de9abcea	1a650bbbe8c7aeb520b10c6b3eb4bbfe04d9239e5c91135ab1940104cbf8d4d6	a3c6d5c82ebd641a739029c77d1d683aa7c29381ba89cbda912619d1a0bbbf73	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	37_geniface_param	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	c86535562915c47178d5c9fba05e327d57bd6fd92b17d12296fef53daf63273c	311e4c36beb878a27f668f9dccbdd7aa6997bdc815816c00521e7cc174c6f543	0b9ff7ee5007d1350625b1849a4b891497018ad35daa2bd8315b8fb888bc1d50	97ba4cf6f7d15ec63ee030f026cc1ba1a068a538bdca8654660779fbc9856a14	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	38_geniface_struct_ret	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	75d10352f5de767f7ff3f18575ade7a24405f21b26d0db4ea04d31602ac2013c	d96a48a66bb754340b77fc95d0368961afe6f39d40a75545cc6f72b809a9624a	5ba0a70b802844860aefb6a7265b9a29f9666d67784247278e351fbc1147eab8	dc907799d5ca5b273ffb87019682517f6dbd459f534704cae8cde0a845f55f27	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	40_array	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	2	da7ea846217de24342b93eeac4c30da13b85ef7b65142ef9c64df80512167346	7bd6f787e957c73523275404583e8a7c32dbdecf3c45e47762d54f0ab482953a	868fab992d0dc48d0f093c65e3446290dfac775b1351e9378e9129b1e565185e	9367abad1296b6dfae854adf70a3001d072d0f0585d87526ce327da3dddf9838	<none>	<none>	<none>	<none>	2	0	2	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	41_array_loop	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	77545b43a36280dc9276f0ad244349716365a70a8ed80a99079a03401da32e2f	ce4ff7cde63341914bf442299293dba4a09e5a7c0139aa796a63b36bed22e2a9	1a4c025c85e8fb3d709c9316aacd04a5ea993cb1b58771ffbfb268db2c0cc6ed	8e516a329c0b29694ad7236c4e51f6c253eaf6f2d0fa213e9a4e10f56318faa4	<none>	<none>	<none>	<none>	2	1	2	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	42_arraylist	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	17	18	9e2031997f01edadb9a5415954af827052cdbd7ff4a5f51335a62480693a6643	16607e684ae2411c32578c8b4509818370388e5a87bc46d6d7703251e05e52b9	a82cc966dd7caba0f5942b4ee8f1f5983ebf872fb7c923dd18496d340780583d	3b847840170a037c2495dee1176f813d5ce3d5ace21b4182f72db5c8312f763c	<none>	<none>	<none>	<none>	4	1	17	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	43_hashmap	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	24	17	32	91c535401c178cd8fa15860f095a397219d975f0b1986b5592067f09cbd6d673	195d86f8d4d0147a4031befcfe086a971640c7180f5ed486e168d1ab5a507254	f8727d0c4995c1389ac09ba6735b348db628fc0c6e6acc18240801c501ba4786	9d62c370f124ac5a8e354d6b0cefa10f3732ace1193d7222f31b515bda3ed7cb	<none>	<none>	<none>	<none>	7	0	32	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	44_list_methods	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	17	21	2428625c33d8093ecb99e170dbc413a9db3522b554ec7b475f18c4f354c3feab	e5f6941ee67cadbeb4e66f475ddf038a44864c0a6b087a7a41317b4789dbdc07	1ca20343b19413b08fbec64c0d7fb070ba7ac45d0f003be46f4de223b058bb8a	3068f76c134d00fbe1e3fc5413a10aa8715535df524c8eeaa8f4fdc9d62f85e8	<none>	<none>	<none>	<none>	4	0	21	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	45_string_methods	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	206896496920245e3c135f0402dfda0ce90081095d39c5a5f9fcdd0f9f5e328b	f2cf119255a3f364eb80f5b53e2e5d01ddde56ad47c6ae0285ea5772d0012f13	e14921cfd0f9509171b4ffabbd10c8457173f3098aa5c60df27b468e5e65a09d	d4c7a653f5f9cb0bc043e0107c73ecb0fc50f459da6e3cd9b650b6d0591b4c86	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	46_forin_string_count	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	ca52d4c32fb68aa7177b1ed537a6a5ba92af68bfcf3719ee4af2b398ba692ca0	52866cec79d80bceeb8a761e62b1a63ffa3eee7dfe073e8b02b79a709de6451a	7512b080193a244982b8174917fe0d7df1388e52a445cc4d07aaae50843e91aa	51261d3102f054660f0aadd431d9f9889b08a81f57013f2b0480c8d7d137cde8	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	47_forin_string_build	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	fb81c38c68a0de55661565210443146c3e64e1330d2495b1fb9e88acc4501da4	45f3030ed07e8995db2138e835f57c26e7eeaa5f40dc90a171d444aff1fc9588	5944f985567bd1425fbcde8ed83c831c0850783690a0f5db67b8f6a867e95bcb	e9995533852a079ea3328e563e330f979ba48812ba20e1f5d3af81d51b838d71	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	50_generic_fn	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	700f977da9db09df3a6306e8ff2bd3dfe96cd7abc470308cb5cab84f723cc194	147574918c6d26d23228cc7ff8a3eb2d325095d1a364f80a21ef4d06ecddbe3f	20050aab6128e8fcfd35d7a844854ce7c9da87599ecc23c127deea05ec37645e	97398710a64c71d1fa206416a989ebb327a589a3e8814c91090d028dd25042b1	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	51_generic_box	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	1	b13b1885473d2fc79ccb3c7506ccb44fe4e302a00acafe47d5c56c7596da5858	c4ffa1da1f5e6d1b7daeca867e3d940849d9f942865610d450736d9b321aa862	16f07668dd2c312e07d5f2a771b08357f501c5db0ec41608e5a111cca77586cb	37e788daa015ffe3ee66a6820bec4893e87d4cb04a7b2cb6a61e400363c7a891	<none>	<none>	<none>	<none>	2	0	1	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	52_lambda	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	0	23955b7b7fcc5f729661b06e082b1d692f647be8a2a0e6a7982df19c0efcf6e9	04be19902b5eb925c98abfb9431c5e1bad0de1b9d0269ba812d071824cadc230	6a08e9374f4fd40b7557eb318418eb6274b16d8ecb01f12ba2c5244bffd00486	3bd0e044632cba04281ab62944b1e03dae26473b43c60058fbcffb73f936b94b	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	53_higherorder	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	1a75d547641358fa14800cc827ad1544a08bec5e480e6c530b1062f0640c571e	74799ade84390a9984e9442b3ae3d4d898e81cdc44e2203922c08e909961aa73	1477e1b255ae6fafd5471c420ad530b2ce40ce06a3effe803b6a8b67986a4292	ecad3d0f71e871d6bde6291082fe9623709c0eace3d743803c08cac93bf7d99a	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	54_generic_bound	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	0	4a3ebf0657c5e46aba3d1cd2c634746093d84bd54a24036b78abbb06b33f8ab6	fb69c77ecb45da06a9c8cc65d472ed9d7659bc714710b3b66b71e4b50606e3d8	54a4f6a38d41fcc4e3c29b5a0fce9a31276dea8e355c5e465c7aad3dcff54ca6	05c3b8a4cc31b1c1692ef7eb48788b036fa5d8f46a9fcda1c648773446c64ee2	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	56_untyped_lambda	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	0	6ad4cd9ac0826c7fd44a128b3643c2f67d66458b33b1994ff0b22714db5f57da	9b7682a0e07c23e734d6ee7c81185f925b01acac16bc17ad807e82809379fc12	8509fb4f135e75f5bd69c3ccc3163d5075667f001c9183879064ccc393ff7ab2	b4798143c3b9cd2aa48265d1dfc68ee45d824df75a4c56b0efd4ee22ce4a110c	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	57_array2d	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	12	d3725314dfe9de435bede3817e66430e8496ffaab6f4519e5060b53fab77f199	f35936aa2fcc03083ab1224ee8be249b443b0732c0aff83aef744b8dcdfde3c2	f3b1bd0306d76d08a92d04ba6e330a247f2e03fb694dbb1175da007a8a29941a	adf0ae1ca034a5d119401eeec5b84f8d3ecc22d3f1200605b0dceaa0e6d23774	<none>	<none>	<none>	<none>	2	0	12	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	58_array_struct	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	7	0a846f8a582580b23cdcda1b7c552c75ae85ed350b43c720f10c3361cfaaa558	49d30ab74b3cc280e17b6f960e534ebc8b886e531f4d266bc24a52b039aa87ea	367ff2653736c878ae497a011235baab0eb14b69ddd3d3180863eb0ef46c2704	2b75d702fa871e8ec19eef8f8d928e6cf63a3806211af4d4876c0d9431d61e59	<none>	<none>	<none>	<none>	1	0	7	"BODY_DIFF:""_CN7default6<main>Hv"""
Oz	60_option	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	86ac14ba9e06c257ee2dda56e14bd1ad16aa08c4760e355ca658a0ff0425ce68	ac026803ea71d2ae992c350419dda9f966491fbe0d0708ef90da8b9e6fed439b	bf05e1fe8b5f2330b12d62643ccd220d5f20ab50bfeb765d31cdf8da43feb329	aa9d4091d4948ff2e25d4209dbcdaea10930d5187b658ba78ccc6bcece98bd35	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
